"Notes"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	"ICD-10 130 Cause List (Infants)"	"ICD-10 130 Cause List (Infants) Code"	"Age of Mother"	"Age of Mother Code"	"Year of Death"	"Year of Death Code"	"State"	"State Code"	Deaths	Births	Death Rate
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2009"	"2009"	"Texas"	"48"	11	5537	1.91 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2010"	"2010"	"Florida"	"12"	10	3437	2.91 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2010"	"2010"	"Indiana"	"18"	12	2898	4.20 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2010"	"2010"	"Kentucky"	"21"	10	2618	3.88 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2010"	"2010"	"North Carolina"	"37"	10	2522	3.97 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2010"	"2010"	"Ohio"	"39"	13	4223	3.12 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2010"	"2010"	"Pennsylvania"	"42"	11	2794	3.95 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2010"	"2010"	"Texas"	"48"	14	5130	2.65 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2011"	"2011"	"Ohio"	"39"	13	3711	3.57 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2011"	"2011"	"Texas"	"48"	14	4519	3.07 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2012"	"2012"	"Ohio"	"39"	21	3512	6.08
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2013"	"2013"	"Indiana"	"18"	11	2241	4.97 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2013"	"2013"	"New York"	"36"	11	1728	6.43 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2013"	"2013"	"Ohio"	"39"	11	3180	3.52 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2014"	"2014"	"California"	"06"	11	1665	6.76 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2016"	"2016"	"Texas"	"48"	10	2893	3.58 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2017"	"2017"	"Ohio"	"39"	11	2417	4.55 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"15-19 years"	"15-19"	"2017"	"2017"	"Tennessee"	"47"	11	1556	7.07 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Arizona"	"04"	15	4952	3.09 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"California"	"06"	31	13269	2.37
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Colorado"	"08"	12	3950	3.05 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Florida"	"12"	19	12884	1.47 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Georgia"	"13"	16	8175	1.97 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Illinois"	"17"	17	8390	2.06 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Indiana"	"18"	21	9366	2.26
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Iowa"	"19"	10	4206	2.40 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Kentucky"	"21"	14	7291	1.94 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Michigan"	"26"	21	9262	2.28
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Missouri"	"29"	16	8440	1.91 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"New Jersey"	"34"	11	3249	3.42 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"New York"	"36"	30	10373	2.88
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"North Carolina"	"37"	21	8072	2.61
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Ohio"	"39"	36	14213	2.51
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Oklahoma"	"40"	17	5566	3.12 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Pennsylvania"	"42"	22	10661	2.07
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Tennessee"	"47"	20	8209	2.44
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Texas"	"48"	27	16695	1.62
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Virginia"	"51"	16	6454	2.49 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2007"	"2007"	"Wisconsin"	"55"	11	5348	2.06 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Arizona"	"04"	11	4743	2.37 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"California"	"06"	26	12487	2.07
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Florida"	"12"	29	12403	2.34
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Georgia"	"13"	14	7637	1.86 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Illinois"	"17"	14	7922	1.79 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Indiana"	"18"	25	9213	2.72
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Kentucky"	"21"	19	7194	2.67 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Michigan"	"26"	20	9290	2.16
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Minnesota"	"27"	13	4713	2.76 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Mississippi"	"28"	10	3330	3.02 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Missouri"	"29"	18	8150	2.23 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"New York"	"36"	14	10227	1.38 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"North Carolina"	"37"	20	8188	2.45
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Ohio"	"39"	34	13912	2.48
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Oklahoma"	"40"	10	5394	1.90 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Pennsylvania"	"42"	24	10664	2.25
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"South Carolina"	"45"	10	4267	2.34 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Tennessee"	"47"	17	8059	2.11 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Texas"	"48"	30	16407	1.81
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Virginia"	"51"	20	6178	3.27
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Washington"	"53"	10	6416	1.56 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2008"	"2008"	"Wisconsin"	"55"	14	5396	2.59 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Alabama"	"01"	13	5073	2.56 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Arizona"	"04"	13	4478	2.94 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"California"	"06"	23	11832	1.94
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Florida"	"12"	18	11739	1.53 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Georgia"	"13"	26	7208	3.62
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Illinois"	"17"	23	7508	3.02
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Indiana"	"18"	29	8790	3.34
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Massachusetts"	"25"	16	3209	5.00 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Michigan"	"26"	24	8955	2.69
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Missouri"	"29"	19	7802	2.44 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"New York"	"36"	18	9916	1.84 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"North Carolina"	"37"	29	8174	3.56
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Ohio"	"39"	34	13182	2.58
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Pennsylvania"	"42"	17	10036	1.71 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Tennessee"	"47"	13	7613	1.71 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Texas"	"48"	24	15990	1.53
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Utah"	"49"	10	5091	1.99 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Virginia"	"51"	16	6037	2.66 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"West Virginia"	"54"	18	3049	5.91 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2009"	"2009"	"Wisconsin"	"55"	12	5017	2.39 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"California"	"06"	19	11317	1.64 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Colorado"	"08"	13	3537	3.68 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Florida"	"12"	18	10960	1.64 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Georgia"	"13"	13	7025	1.89 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Illinois"	"17"	18	7130	2.57 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Indiana"	"18"	19	8106	2.38 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Iowa"	"19"	12	3683	3.26 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Kentucky"	"21"	14	6597	2.16 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Michigan"	"26"	19	8595	2.23 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Missouri"	"29"	18	7252	2.52 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"New York"	"36"	22	9667	2.28
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"North Carolina"	"37"	26	7915	3.29
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Ohio"	"39"	29	12287	2.39
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Oklahoma"	"40"	12	4883	2.51 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Pennsylvania"	"42"	24	9765	2.47
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Tennessee"	"47"	11	7140	1.54 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Texas"	"48"	42	14862	2.82
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"Virginia"	"51"	13	5932	2.20 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2010"	"2010"	"West Virginia"	"54"	11	3004	3.66 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Arizona"	"04"	12	4084	2.94 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Arkansas"	"05"	12	4135	2.93 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"California"	"06"	16	10804	1.45 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Colorado"	"08"	13	3452	3.77 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Florida"	"12"	17	10681	1.59 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Georgia"	"13"	11	6928	1.60 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Illinois"	"17"	18	6852	2.65 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Indiana"	"18"	26	8101	3.25
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Kentucky"	"21"	13	6488	2.01 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Michigan"	"26"	16	8426	1.90 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Minnesota"	"27"	11	3895	2.82 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Missouri"	"29"	11	7021	1.57 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"New York"	"36"	25	9224	2.74
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"North Carolina"	"37"	18	7588	2.38 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Ohio"	"39"	40	11945	3.33
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Pennsylvania"	"42"	16	9491	1.69 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Tennessee"	"47"	13	7204	1.80 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Texas"	"48"	19	14338	1.34 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Virginia"	"51"	11	5631	1.95 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Washington"	"53"	14	5505	2.54 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2011"	"2011"	"Wisconsin"	"55"	11	4480	2.46 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2012"	"2012"	"Alabama"	"01"	12	4641	2.59 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2012"	"2012"	"California"	"06"	16	10450	1.57 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2012"	"2012"	"Florida"	"12"	22	10385	2.13
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2012"	"2012"	"Illinois"	"17"	13	6559	1.99 (Unreliable)
